Property ID,Column,Value in File 1,Value in File 2
PT-1014-1209833,Owner Id,"['c65b6cd8-7142-4b9c-9d87-38bd516705cf', 'd50dbc5e-b060-4693-9a8c-2361c6f2ece0']","['d50dbc5e-b060-4693-9a8c-2361c6f2ece0', 'c65b6cd8-7142-4b9c-9d87-38bd516705cf']"
PT-1014-1549430,Owner Id,"['439ec8b3-b13c-45ec-af44-819e82970154', '4807b4b2-6bb5-4e42-a37a-f480967464aa']","['4807b4b2-6bb5-4e42-a37a-f480967464aa', '439ec8b3-b13c-45ec-af44-819e82970154']"
PT-1014-980629,Owner Id,"['ab008bd2-8cec-4a0c-a3ba-4569f362a474', 'd25e7295-5367-4f88-9cea-5685b1bb300e']","['d25e7295-5367-4f88-9cea-5685b1bb300e', 'ab008bd2-8cec-4a0c-a3ba-4569f362a474']"
PT-1014-1019708,Owner Id,"['775eeb6e-3254-4701-8ee6-8291ebe6fdf2', '347ee55f-d359-4f31-9efd-732f566d2594', '60c46742-0499-4274-9308-9f99c5fff779']","['60c46742-0499-4274-9308-9f99c5fff779', '775eeb6e-3254-4701-8ee6-8291ebe6fdf2', '347ee55f-d359-4f31-9efd-732f566d2594']"
PT-1014-1145368,Owner Id,"['6b097a3b-42ce-4bca-9341-8a8e03752d1c', '525a32de-50ef-46ea-a9c1-cd29d376b59c', 'f3cd05cc-232a-4d5d-8c48-7aaf23ce72f1']","['6b097a3b-42ce-4bca-9341-8a8e03752d1c', 'f3cd05cc-232a-4d5d-8c48-7aaf23ce72f1', '525a32de-50ef-46ea-a9c1-cd29d376b59c']"
PT-1014-1213119,Owner Id,"['eabb9458-af57-46a1-9735-56a3e38fe8d1', '4e284a9e-c4f5-4abe-b6db-91b618f204f5']","['4e284a9e-c4f5-4abe-b6db-91b618f204f5', 'eabb9458-af57-46a1-9735-56a3e38fe8d1']"
PT-1014-860458,Owner Id,"['427dcdc2-4d44-4da0-ae4b-a1fef8b105ef', '73eea709-ace0-4e78-9f3b-d527660533eb', 'cdc21bf1-1ad6-4b8d-a331-d9e5d0a49240']","['427dcdc2-4d44-4da0-ae4b-a1fef8b105ef', 'cdc21bf1-1ad6-4b8d-a331-d9e5d0a49240', '73eea709-ace0-4e78-9f3b-d527660533eb']"
PT-1014-1997873,Owner Id,"['313010c1-2ca1-4055-877b-0dcb5e679c7a', '288e02f2-6ea1-4397-9c17-ec7a2c721920', 'b63efa66-7b06-49f4-973a-52e95242ef95']","['b63efa66-7b06-49f4-973a-52e95242ef95', '313010c1-2ca1-4055-877b-0dcb5e679c7a', '288e02f2-6ea1-4397-9c17-ec7a2c721920']"
PT-1014-912673,Owner Id,"['88f970d7-2b72-4e34-b147-7c5187a35ffd', '17a1a177-d08e-4f45-8cfa-f375c532c2c6', '9e2aad86-6efe-4693-b5c8-44044e34af71']","['17a1a177-d08e-4f45-8cfa-f375c532c2c6', '88f970d7-2b72-4e34-b147-7c5187a35ffd', '9e2aad86-6efe-4693-b5c8-44044e34af71']"
PT-1014-1413434,Owner Id,"['2d99eb3a-d1ad-4f5e-b434-34adc931c121', '007db363-74a7-49a8-83bd-27193e24b14c', 'cbfba828-8db7-4ad2-9bd6-54f05ebd855a', 'a179fa20-4dce-4581-8fd0-d69a28f40ee4', '466662bf-c4b6-47c0-bd4d-28efd0034af1']","['007db363-74a7-49a8-83bd-27193e24b14c', '2d99eb3a-d1ad-4f5e-b434-34adc931c121', 'a179fa20-4dce-4581-8fd0-d69a28f40ee4', '466662bf-c4b6-47c0-bd4d-28efd0034af1', 'cbfba828-8db7-4ad2-9bd6-54f05ebd855a']"
PT-1014-1737822,Owner Id,"['0d6be2cf-d257-4f9b-bcb0-86c37cb08b54', '4003373d-3bc6-48f8-a076-f00061ad4989', 'ec037b49-d0df-496d-8003-fbffae4c5604']","['ec037b49-d0df-496d-8003-fbffae4c5604', '4003373d-3bc6-48f8-a076-f00061ad4989', '0d6be2cf-d257-4f9b-bcb0-86c37cb08b54']"
PT-1014-1672222,Owner Id,"['5ff437c6-10d9-4a68-bf29-a98baa40ea52', '0925349e-0f0e-4e52-9bd2-9fb47b487266']","['0925349e-0f0e-4e52-9bd2-9fb47b487266', '5ff437c6-10d9-4a68-bf29-a98baa40ea52']"
PT-1014-1135120,Owner Id,"['39c7221f-3f10-43d2-a2ee-983eac51cfa1', '97cacc0a-6b03-4560-ac85-b62291268c27', 'd15784d3-1a02-46ec-90f2-4b99d912a82f']","['97cacc0a-6b03-4560-ac85-b62291268c27', 'd15784d3-1a02-46ec-90f2-4b99d912a82f', '39c7221f-3f10-43d2-a2ee-983eac51cfa1']"
PT-1014-844922,Owner Id,"['45230d1b-89a7-4281-9890-0de6bc285f87', '55b1477e-6e82-42b6-a338-9247952c068c']","['55b1477e-6e82-42b6-a338-9247952c068c', '45230d1b-89a7-4281-9890-0de6bc285f87']"
PT-1014-1133724,Owner Id,"['5bc08c4c-a841-4b95-b483-84406facd692', '74e99e67-f11d-4b8b-ab63-abecaff692cb', '28652ce3-ce7b-4c52-8870-12a35460deea']","['74e99e67-f11d-4b8b-ab63-abecaff692cb', '28652ce3-ce7b-4c52-8870-12a35460deea', '5bc08c4c-a841-4b95-b483-84406facd692']"
PT-1014-1565679,Owner Id,"['d6f92b81-6b8f-4f2a-a1ce-7ffafa214710', '5bdce79d-21f8-4455-9559-b0e5134fd911']","['5bdce79d-21f8-4455-9559-b0e5134fd911', 'd6f92b81-6b8f-4f2a-a1ce-7ffafa214710']"
PT-1014-2072563,Owner Id,"['866976ad-c1d1-4a0b-899e-c55605e7e3f0', '1b00f76f-77c2-453f-a6fe-927f36fbcb5c']","['1b00f76f-77c2-453f-a6fe-927f36fbcb5c', '866976ad-c1d1-4a0b-899e-c55605e7e3f0']"
PT-1014-1231864,Owner Id,"['adab689e-d7dc-4c93-a293-93e6bc1c9a52', 'fe487f10-d1b8-4227-8ace-3df348fdba1e']","['fe487f10-d1b8-4227-8ace-3df348fdba1e', 'adab689e-d7dc-4c93-a293-93e6bc1c9a52']"
PT-1014-2345036,Owner Id,"['a21ebbb5-bcc8-44e9-8241-615d15cc3177', 'f5ba55c7-7649-4bcc-8881-3cbaa42d4f53', '1c352f92-c7ba-40cd-93b7-29e791980677', '08c3b528-b458-4cf6-aa35-58745386397c']","['08c3b528-b458-4cf6-aa35-58745386397c', '1c352f92-c7ba-40cd-93b7-29e791980677', 'f5ba55c7-7649-4bcc-8881-3cbaa42d4f53', 'a21ebbb5-bcc8-44e9-8241-615d15cc3177']"
PT-1014-1399754,Owner Id,"['345bfd9e-733e-4487-afce-c12c809a0451', '7933d878-7a01-4ee4-bf59-4fde206fd8d2']","['7933d878-7a01-4ee4-bf59-4fde206fd8d2', '345bfd9e-733e-4487-afce-c12c809a0451']"
PT-1014-1097750,Owner Id,"['68ed179c-c79f-40f8-b86e-35d8485be37e', 'd901c26c-669d-4395-92a4-e718d65ccabf']","['d901c26c-669d-4395-92a4-e718d65ccabf', '68ed179c-c79f-40f8-b86e-35d8485be37e']"
PT-1014-1481605,Owner Id,"['98c8feae-d02c-4ee9-8ce4-1cc1ed85a799', '09534482-c4f3-4db2-ba2c-9f86754aaa5b']","['09534482-c4f3-4db2-ba2c-9f86754aaa5b', '98c8feae-d02c-4ee9-8ce4-1cc1ed85a799']"
PT-1014-1716170,Owner Id,"['2f3b546f-2667-455e-a5eb-06ca1d5757f2', '5ccba4af-7899-4528-bcde-33b59d43dbdf', 'a0c1dc09-71c4-4ea4-bf9b-10e569a16011', '2b98a1b3-0c8d-46d9-a87c-aa528ec0c7ea']","['2b98a1b3-0c8d-46d9-a87c-aa528ec0c7ea', '5ccba4af-7899-4528-bcde-33b59d43dbdf', 'a0c1dc09-71c4-4ea4-bf9b-10e569a16011', '2f3b546f-2667-455e-a5eb-06ca1d5757f2']"
PT-1014-1419007,Owner Id,"['15fadbe7-6481-475a-9820-926419c09eca', 'e3db9395-8042-432a-a7b7-fbb82f7c8ec4']","['e3db9395-8042-432a-a7b7-fbb82f7c8ec4', '15fadbe7-6481-475a-9820-926419c09eca']"
PT-1014-879085,Owner Id,"['08bdb7c3-0676-49ca-a25e-1d9abc26d584', '6c69936a-7335-4c66-9920-b00d91c626a2']","['6c69936a-7335-4c66-9920-b00d91c626a2', '08bdb7c3-0676-49ca-a25e-1d9abc26d584']"
PT-1014-884788,Owner Id,"['0c09118d-bac8-46c3-9521-123a1629a1b2', 'b3061964-544e-4856-bfc9-5827d01dbae6']","['b3061964-544e-4856-bfc9-5827d01dbae6', '0c09118d-bac8-46c3-9521-123a1629a1b2']"
PT-1014-909208,Owner Id,"['3c8cdf74-adda-473b-a120-0ca09d2b881c', '540aeb31-710c-453b-ad4c-c86317724df4', 'b9d26cc2-d5db-46d2-8123-68e5a16a554f']","['b9d26cc2-d5db-46d2-8123-68e5a16a554f', '540aeb31-710c-453b-ad4c-c86317724df4', '3c8cdf74-adda-473b-a120-0ca09d2b881c']"
PT-1014-713249,Owner Id,"['7f448bc7-66d1-4a0a-934e-e224d0a0b28b', '2baea65b-fa12-4e9f-b6c7-647dd854a1f1']","['2baea65b-fa12-4e9f-b6c7-647dd854a1f1', '7f448bc7-66d1-4a0a-934e-e224d0a0b28b']"
PT-1014-1036262,Owner Id,"['e4d9d50d-1d67-4a06-b324-c85d0354763a', '5a2465e7-bfca-4ff8-bd83-3e5cf3203fc7']","['5a2465e7-bfca-4ff8-bd83-3e5cf3203fc7', 'e4d9d50d-1d67-4a06-b324-c85d0354763a']"
PT-1014-1995422,Owner Id,"['7c5ea28b-28d3-4f9d-9c55-0a155be54d9f', '4fe2ff9c-df88-46b9-b31f-bee90187a7ec', 'd7002ba1-c18c-4fbd-8190-44910aa2a169', 'ad54865c-bb48-4822-891a-9555d2326a09']","['d7002ba1-c18c-4fbd-8190-44910aa2a169', '4fe2ff9c-df88-46b9-b31f-bee90187a7ec', '7c5ea28b-28d3-4f9d-9c55-0a155be54d9f', 'ad54865c-bb48-4822-891a-9555d2326a09']"
PT-1014-1996262,Owner Id,"['ce97b24e-7cda-4890-b92d-2b8121b1d3e5', '32bece2a-3ac8-48ef-8f79-e5c30e5b10a0']","['32bece2a-3ac8-48ef-8f79-e5c30e5b10a0', 'ce97b24e-7cda-4890-b92d-2b8121b1d3e5']"
PT-1014-758131,Owner Id,"['ec82f9a8-8788-4c11-a0ae-0da7f3de4ed6', 'e67597f6-e3db-49a0-8b81-bbaf1484cd79']","['e67597f6-e3db-49a0-8b81-bbaf1484cd79', 'ec82f9a8-8788-4c11-a0ae-0da7f3de4ed6']"
PT-1014-1487414,Owner Id,"['f9627830-06aa-436c-928e-1175141f03aa', 'c5b6efed-6c42-445e-85b9-b767462a81c8', 'b601b345-2cb9-4749-a3dd-2bbad859bf05', '5c2140d6-b16d-413b-b137-965f5ec26643', 'd7c1488d-20a1-4730-a304-9316c282cd70']","['5c2140d6-b16d-413b-b137-965f5ec26643', 'c5b6efed-6c42-445e-85b9-b767462a81c8', 'f9627830-06aa-436c-928e-1175141f03aa', 'd7c1488d-20a1-4730-a304-9316c282cd70', 'b601b345-2cb9-4749-a3dd-2bbad859bf05']"
PT-1014-1542826,Owner Id,"['07f16a24-b84c-4dea-b951-ae7d9d86e51c', 'cb0d1013-73bd-42e9-b50e-184747d3713e']","['cb0d1013-73bd-42e9-b50e-184747d3713e', '07f16a24-b84c-4dea-b951-ae7d9d86e51c']"
PT-1014-983984,Owner Id,"['2788887f-c6dc-42f2-a84d-d82e0dd3d7e5', 'b2300c43-1139-4469-9c98-ea06729e188d']","['b2300c43-1139-4469-9c98-ea06729e188d', '2788887f-c6dc-42f2-a84d-d82e0dd3d7e5']"
PT-1014-1142379,Owner Id,"['7e494491-2da8-4a95-8741-c0b81df50cb5', '0fe2b2b5-1340-4647-b7f0-1c9e307a8e7f']","['0fe2b2b5-1340-4647-b7f0-1c9e307a8e7f', '7e494491-2da8-4a95-8741-c0b81df50cb5']"
PT-1014-2357480,Owner Id,"['8c326fd5-eec6-4ef2-ae17-b544f3df2954', 'e6515d7c-370e-4248-94f1-1fb12510dc59']","['e6515d7c-370e-4248-94f1-1fb12510dc59', '8c326fd5-eec6-4ef2-ae17-b544f3df2954']"
